,식품명,energy,protein,calcium,phosphorus,iron,niacin,folate,vitaC,thiamin,riboflavin
9682,미림데리야끼,34.29,0.14,0,0,0,0,0,0,0,0
9683,미사랑 쌀과자,36.43,0.43,0,0,0,0,0,0,0,0
9684,미션 토르틸라 칩스 바비큐맛,42.12,0.72,0,0,0,0,0,0,0,0
9685,미션 토르틸라 칩스 토마토맛,42.84,0.68,0,0,0,0,0,0,0,0
9686,미셸 어거스틴 누가틴 비스킷 앤 밀크 초콜릿,46.54,0.66,0,0,0,0,0,0,0,0
9687,미셸 어거스틴 밀크 카라멜 초콜릿 바,47.06,0.65,0,0,0,0,0,0,0,0
9688,미셸 어거스틴 바닐라 퍼프 페이스트리,44.7,0.6,0,0,0,0,0,0,0,0
9689,미셸 어거스틴 솔티드 블랙 초콜릿 바,45,0.63,0,0,0,0,0,0,0,0
9690,미셸 어거스틴 솔티드 스퀘어 쿠키,45.22,0.63,0,0,0,0,0,0,0,0
9691,미셸 어거스틴 슈가 캬라멜라이즈드 퍼프 페이스트리,43.5,0.57,0,0,0,0,0,0,0,0
9692,미셸 어거스틴 에멘탈 치즈 & 어니언 퍼프 페이스트리,47.03,1.03,0,0,0,0,0,0,0,0
9693,미셸 어거스틴 올 초콜릿 쿠키,47.7,0.58,0,0,0,0,0,0,0,0
9694,미셸 어거스틴 초콜릿 드롭 쿠키,43.88,0.54,0,0,0,0,0,0,0,0
9695,미셸 어거스틴 초콜릿 드롭 퍼프 페이스트리,47.67,0.57,0,0,0,0,0,0,0,0
9696,미셸 어거스틴 파마잔 치즈 & 머스타드 씨드 버터 비스킷,46.53,0.94,0,0,0,0,0,0,0,0
9697,미셸 어거스틴 파프리카 & 어니언 버터 비스킷,45.99,0.76,0,0,0,0,0,0,0,0
9698,미셸 어거스틴 헤이즐넛 블랙 초콜릿 바,46.54,0.64,0,0,0,0,0,0,0,0
9699,미셸크뤼젤 어소티드 후루츠 젤리,4.09,0,0,0,0,0,0,0,0,0
9700,미스터 이토우 버터쿠키,45,0.54,0,0,0,0,0,0,0,0
9701,미스터 이토우 초코칩 쿠키,45,0.51,0,0,0,0,0,0,0,0
9702,미스터 칩스 치즈맛 콘칩,51.06,0.59,0,0,0,0,0,0,0,0
9703,미왕 오곡이야기,47.9,1.16,0,0,0,0,0,0,0,0
9704,미왕쌀과자,40,0.33,0,0,0,0,0,0,0,0
9705,믹스 모나카,28.8,0.26,0,0,0,0,0,0,0,0
9706,믹스 모나카 만게츠,28.8,0.3,0,0,0,0,0,0,0,0
9707,믹스 모나카 모찌,31.2,0.3,0,0,0,0,0,0,0,0
9708,믹스 모나카 사사,28.8,0.3,0,0,0,0,0,0,0,0
9709,믹스 모나카 사사그린,28.8,0.3,0,0,0,0,0,0,0,0
9710,믹스 모나카 사사핑크,28.8,0.3,0,0,0,0,0,0,0,0
9711,믹스 모나카 사쿠라,28.8,0.3,0,0,0,0,0,0,0,0
9712,믹스 모나카 시오,27.6,0.3,0,0,0,0,0,0,0,0
9713,믹스 모나카 아즈미노,28.8,0.3,0,0,0,0,0,0,0,0
9714,믹스 모나카 쿠사모찌,28.8,0.3,0,0,0,0,0,0,0,0
9715,믹스넛 위드 코코넛 터키쉬딜라이트,3.86,0.02,0,0,0,0,0,0,0,0
9716,믹스넛 터키쉬딜라이트,4.08,0.02,0,0,0,0,0,0,0,0
9717,믹스쳐,5.29,0.18,0,0,0,0,0,0,0,0
9718,믹스후르츠 니블,4,0.05,0,0,0,0,0,0,0,0
9719,믹시드 푸르츠칩,4.4,0.08,0,0,0,0,0,0,0,0
9720,민트 젤리,2.68,0,0,0,0,0,0,0,0,0
9721,민트 터키쉬딜라이트,4.08,0.02,0,0,0,0,0,0,0,0
9722,민트향 캔디,4,0,0,0,0,0,0,0,0,0
9723,밀라노 블랙 사우젼드 레이어즈,50.88,0.69,0,0,0,0,0,0,0,0
9724,밀라노 퍼프 페스트리,50.62,0.56,0,0,0,0,0,0,0,0
9725,밀크 비스킷,45.63,0.63,0,0,0,0,0,0,0,0
9726,밀크 태피,35.36,0,0,0,0,0,0,0,0,0
9727,밀크 바닐라향 와퍼,44.1,0.57,0,0,0,0,0,0,0,0
9728,밀크릿,3.5,0.15,0,0,0,0,0,0,0,0
9729,밀크볼 딸기,38.11,0.28,0,0,0,0,0,0,0,0
9730,밀크볼 오리지널,38.17,0.4,0,0,0,0,0,0,0,0
9731,밀크 소프트캔디,4.33,0,0,0,0,0,0,0,0,0
9732,밀크 카린토우,46.64,0.41,0,0,0,0,0,0,0,0
9733,밀크캐러멜,34.62,0,0,0,0,0,0,0,0,0
9734,밀크캔디,3.45,0.15,0,0,0,0,0,0,0,0
9735,밀크 크림샌드 비스켓,44.55,0.58,0,0,0,0,0,0,0,0
9736,밀키무무,42.3,0.72,0,0,0,0,0,0,0,0
9737,바나나 칩,49.5,0.3,0,0,0,0,0,0,0,0
9738,바나나 칩스,48,0.3,0,0,0,0,0,0,0,0
9739,바나나스틱,48,0.3,0,0,0,0,0,0,0,0
9740,바나나칩,45.9,0.18,0,0,0,0,0,0,0,0
9741,바나나쿠키,38.7,0,0,0,0,0,0,0,0,0
9742,바나나향 크림향 태피,35.36,0,0,0,0,0,0,0,0,0
9743,바나나향 태피 엘아이티이,35.36,0,0,0,0,0,0,0,0,0
9744,바나나향 스플리트 태피,35.36,0,0,0,0,0,0,0,0,0
9745,바나나향 타피,36.43,0,0,0,0,0,0,0,0,0
9746,바니야드 버니 베이비 페이스 티어즈,30.94,0,0,0,0,0,0,0,0,0
9747,바니야드 버니 테디 베어,30.94,0,0,0,0,0,0,0,0,0
9748,바니야드 버디 식스렛츠 초콜릿,42.75,0.22,0,0,0,0,0,0,0,0
9749,바닐라 미니 바스켓,25.5,0.3,0,0,0,0,0,0,0,0
9750,바닐라 미니 콘,26.1,0.3,0,0,0,0,0,0,0,0
9751,바닐라 웨이퍼,50.4,0.36,0,0,0,0,0,0,0,0
9752,바닐라 타르트 쉘,33,0.6,0,0,0,0,0,0,0,0
9753,바닐라초코맛 듀오퍼지,39.6,0,0,0,0,0,0,0,0,0
9754,바닐라맛 타르트 쉘 미디움 직사각,41.54,0.8,0,0,0,0,0,0,0,0
9755,바닐라맛 타르트 쉘 스몰 원형,41.62,0.79,0,0,0,0,0,0,0,0
9756,바닐라맛 타르트 쉘 스몰 정사각,41.62,0.79,0,0,0,0,0,0,0,0
9757,바닐라향 스퀘어 웨이퍼,47.1,0.33,0,0,0,0,0,0,0,0
9758,바닐라향 크림 웨이퍼,42.21,0.31,0,0,0,0,0,0,0,0
9759,바닐라향 태피 엘아이티이,35.36,0,0,0,0,0,0,0,0,0
9760,바닐라향 로안느,46.93,0.64,0,0,0,0,0,0,0,0
9761,바두코 초코샌드,41.91,0.56,0,0,0,0,0,0,0,0
9762,바두코 초코쿠키,43.59,0.56,0,0,0,0,0,0,0,0
9763,바삭바삭 러스크,84.38,1.12,0,0,0,0,0,0,0,0
9764,바왕고랭,49.5,0.9,0,0,0,0,0,0,0,0
9765,바이오나 유기농 라즈베리 쿠키,39.9,0.6,0,0,0,0,0,0,0,0
9766,바이오나 유기농 메이플시럽 와플,37.8,0.3,0,0,0,0,0,0,0,0
9767,바이오나 유기농 블루베리 쿠키,38.7,0.6,0,0,0,0,0,0,0,0
9768,바이오나 유기농 사과&배 와플,36.3,0.3,0,0,0,0,0,0,0,0
9769,바이오나 유기농 살구 와플,40.2,0.3,0,0,0,0,0,0,0,0
9770,바이오본 유기농 소프트 푸룻,3.2,0,0,0,0,0,0,0,0,0
9771,바이오본 유기농 요구르트 다이노스,3.33,0.07,0,0,0,0,0,0,0,0
9772,바이오 생과즙,32.76,0.06,0,0,0,0,0,0,0,0
9773,바이올렛 밀크향크림 샌드위치 크래커,45,0.6,0,0,0,0,0,0,0,0
9774,바이올렛 코코아향크림 샌드위치 크래커,45,0.6,0,0,0,0,0,0,0,0
9775,바질 크래커,39.3,0.84,0,0,0,0,0,0,0,0
9776,박찬회 연양갱,158.72,1.39,0,0,0,0,0,0,0,0
9777,발레리나 누가,45,0.6,0,0,0,0,0,0,0,0
9778,발레리나 딸기맛,45,0.53,0,0,0,0,0,0,0,0
9779,발레리아 스위트포테이토 크리스피비스킷,44.1,0.72,0,0,0,0,0,0,0,0
9780,발레리아 와퍼스틱 바닐라향 밀크향,44.1,0.54,0,0,0,0,0,0,0,0
9781,발레리아 와퍼스틱 초콜렛향,44.1,0.54,0,0,0,0,0,0,0,0
9782,발레리아 포테이토 크리스피 비스킷,43.2,0.72,0,0,0,0,0,0,0,0
9783,발센 누스 디져트,51.48,0.72,0,0,0,0,0,0,0,0
9784,발센 델로바 레드,43.36,0.41,0,0,0,0,0,0,0,0
9785,발센 라이브니즈 주 농장,38.52,0.78,0,0,0,0,0,0,0,0
9786,발센 히트 펀스틱 초코맛,42.84,0.62,0,0,0,0,0,0,0,0
9787,밤모양 시구레,31.18,0.45,0,0,0,0,0,0,0,0
9788,배낭 뽀로로 머랭,35.36,0,0,0,0,0,0,0,0,0
9789,버디 후르츠 바이트 바나나,30.54,0,0,0,0,0,0,0,0,0
9790,버디 후르츠 바이트 오렌지,30.54,0,0,0,0,0,0,0,0,0
9791,버라이어티 믹스 비스킷 그레이엄샌드,45.69,0.62,0,0,0,0,0,0,0,0
9792,버라이어티 믹스 비스킷 딸기샌드,45.5,0.58,0,0,0,0,0,0,0,0
9793,버라이어티 믹스 비스킷 미니초콜릿,48.77,0.61,0,0,0,0,0,0,0,0
9794,버라이어티 믹스 비스킷 블랙샌드,45.29,0.46,0,0,0,0,0,0,0,0
9795,버라이어티 믹스 비스킷 초코&커피 초코,46.32,0.74,0,0,0,0,0,0,0,0
9796,버라이어티 믹스 비스킷 초코&커피 커피,46.32,0.74,0,0,0,0,0,0,0,0
9797,버라이어티 믹스 비스킷 크래커샌드,48,0.6,0,0,0,0,0,0,0,0
9798,버블검향 태피,35.36,0,0,0,0,0,0,0,0,0
9799,버섯 모양 젤리,3.28,0.04,0,0,0,0,0,0,0,0
9800,버스정류장쿠키,39.38,0.45,0,0,0,0,0,0,0,0
9801,버츠 빈티지 체다치즈 & 스프링 어니언,45.9,0.54,0,0,0,0,0,0,0,0
9802,버츠 씨솔트,45,0.54,0,0,0,0,0,0,0,0
9803,버츠 씨솔트 & 맥아식초,45,1.62,0,0,0,0,0,0,0,0
9804,버츠 씨솔트 & 크러쉬드페퍼콘,45,0.54,0,0,0,0,0,0,0,0
9805,버츠 태국식 스위트칠리,45,0.54,0,0,0,0,0,0,0,0
9806,버츠 페스토,45,0.54,0,0,0,0,0,0,0,0
9807,버츠 랍스타맛,45.9,0.54,0,0,0,0,0,0,0,0
9808,버카렛 초코,49.5,0.36,0,0,0,0,0,0,0,0
9809,버카렛 크리스피 롤 비스킷,38.7,0.36,0,0,0,0,0,0,0,0
9810,버터 바닐라 쿠키,48.86,0.45,0,0,0,0,0,0,0,0
9811,버터 스틱 비스킷,47.8,0.58,0,0,0,0,0,0,0,0
9812,버터 앤드 초콜릿 칩 쿠키,45,0.5,0,0,0,0,0,0,0,0
9813,버터 와플,44.64,0.54,0,0,0,0,0,0,0,0
9814,버터 레이즌쿠키,49.5,0.6,0,0,0,0,0,0,0,0
9815,버터 마카다미아,45,0.32,0,0,0,0,0,0,0,0
9816,버터 마카다미아 1차포장,45,0,0,0,0,0,0,0,0,0
9817,버터맛 테디베어 쿠키,36,0.21,0,0,0,0,0,0,0,0
9818,버터볼 캔디,3.93,0,0,0,0,0,0,0,0,0
9819,버터비스킷 어쏘트먼트 240g,48.6,0.6,0,0,0,0,0,0,0,0
9820,"버터비스킷 위드 잣,건포도,칠리페퍼",48,0.9,0,0,0,0,0,0,0,0
9821,버터스카치향 캔디,3.75,0,0,0,0,0,0,0,0,0
9822,버터쿠키,42.84,0.36,0,0,0,0,0,0,0,0
9823,버터크림향 초코크래커,48.6,0.36,0,0,0,0,0,0,0,0
9824,버터크림향 크래커,45,0.72,0,0,0,0,0,0,0,0
9825,벌집와플,43.71,0.26,0,0,0,0,0,0,0,0
9826,범블비 레몬 앤 페퍼 튜나 카나페 크래커,42.5,1,0,0,0,0,0,0,0,0
9827,범블비 레몬 앤 페퍼 튜나 카나페 통조림,12.18,1.91,0,0,0,0,0,0,0,0
9828,범블비 무지방 튜나 샐러드 카나페 크래커,39.71,1.06,0,0,0,0,0,0,0,0
9829,범블비 무지방 튜나 샐러드 카나페 통조림,7.68,0.77,0,0,0,0,0,0,0,0
9830,범블비 선드라이드 토마토 앤 바질 튜나 카나페 크래커,42.5,1,0,0,0,0,0,0,0,0
9831,범블비 선드라이드 토마토 앤 바질 튜나 카나페 통조림,11.65,1.69,0,0,0,0,0,0,0,0
9832,범블비 스파이시 타이칠리 튜나 카나페 크래커,42.5,1,0,0,0,0,0,0,0,0
9833,범블비 스파이시 타이칠리 튜나 카나페 통조림,14.29,1.69,0,0,0,0,0,0,0,0
9834,범블비 치킨샐러드 카나페 크래커,42.35,0.53,0,0,0,0,0,0,0,0
9835,범블비 치킨샐러드 카나페 통조림,15.91,0.88,0,0,0,0,0,0,0,0
9836,범블비 튜나 샐러드 카나페 크래커,42.35,0.53,0,0,0,0,0,0,0,0
9837,범블비 튜나 샐러드 카나페 통조림,23.6,0.77,0,0,0,0,0,0,0,0
9838,벚꽃쿠키야,46.8,0.63,0,0,0,0,0,0,0,0
9839,베네치안 빈야드 유기농 그래놀라,37.64,0.98,0,0,0,0,0,0,0,0
9840,베로 마니타 아즐 캔디,3.75,0,0,0,0,0,0,0,0,0
9841,베르깽 과일향 캔디,3.68,0,0,0,0,0,0,0,0,0
9842,베르니 쥬라웨하스 오리지널,46.73,0.35,0,0,0,0,0,0,0,0
9843,베리 너티 숏브레드 쿠키,39,0.6,0,0,0,0,0,0,0,0
9844,베리향 캔디,3.75,0,0,0,0,0,0,0,0,0
9845,베리향 크리머 태피캔디,35.36,0,0,0,0,0,0,0,0,0
9846,베어 비스킷,43.71,0.67,0,0,0,0,0,0,0,0
9847,베이글 러스크 갈릭,46.15,0.92,0,0,0,0,0,0,0,0
9848,베이글 러스크 플레인,47.69,0.92,0,0,0,0,0,0,0,0
9849,베이비스타 도데카이 누들 스낵,43.5,0.6,0,0,0,0,0,0,0,0
9850,베이비스타 스파이스 치킨맛,44.3,0.87,0,0,0,0,0,0,0,0
9851,베이비캔디,3.57,0,0,0,0,0,0,0,0,0
9852,베이크드 치즈 컬,47.62,0.75,0,0,0,0,0,0,0,0
9853,베이크드 포테이토 크리스피 사워크림 앤 어니언 플래버,38.77,0.69,0,0,0,0,0,0,0,0
9854,베이크드 포테이토 크리스피 오리지날,36.69,0.46,0,0,0,0,0,0,0,0
9855,베이키,44.12,0.57,0,0,0,0,0,0,0,0
9856,베이키 초코,143.29,2.12,0,0,0,0,0,0,0,0
9857,베지 스퀘어,41.79,0.32,0,0,0,0,0,0,0,0
9858,베지 스트로우,41.79,0.32,0,0,0,0,0,0,0,0
9859,베지즈 에어프라이드 바나나칩,39,0.3,0,0,0,0,0,0,0,0
9860,베지즈 에어프라이드 잭푸르트 칩,39.6,0.36,0,0,0,0,0,0,0,0
9861,베지즈 에어프라이드 파인애플 칩,36,0.36,0,0,0,0,0,0,0,0
9862,벨지안 다크 초코 청크 앤 헤이즐넛 쿠키,47.92,0.54,0,0,0,0,0,0,0,0
9863,벨지안 카라멜라이즈 쿠키,42.3,0.6,0,0,0,0,0,0,0,0
9864,벨지안 화이트 초코 청크 앤 레몬 쿠키,44.1,0.45,0,0,0,0,0,0,0,0
9865,벨지안 스페큘러스 쿠키,42.3,0.72,0,0,0,0,0,0,0,0
9866,별따먹자,46.36,0.55,0,0,0,0,0,0,0,0
9867,별따먹자 콩고물맛,104.65,1.46,0,0,0,0,0,0,0,0
9868,별모양 초코콘,50.08,0.46,0,0,0,0,0,0,0,0
9869,별뽀빠이,40.5,0.6,0,0,0,0,0,0,0,0
9870,별색 모나카,30.44,0.33,0,0,0,0,0,0,0,0
9871,보나비타 무슬리,41.1,0.6,0,0,0,0,0,0,0,0
9872,보라칩,34.2,0.28,0,0,0,0,0,0,0,0
9873,보르그레베 링비스킷,48.6,0.45,0,0,0,0,0,0,0,0
9874,보르그레베 버터쿠키,42.75,0.54,0,0,0,0,0,0,0,0
9875,보르그레베 숏브레드 비스킷,47.7,0.45,0,0,0,0,0,0,0,0
9876,보르그레베 스파이스드 아몬드 비스킷,44.1,0.6,0,0,0,0,0,0,0,0
9877,보르그레베 카라멜 비스킷,42.12,0.36,0,0,0,0,0,0,0,0
9878,보석캔디,29.64,0,0,0,0,0,0,0,0,0
9879,보울더 캐년 스피니치 앤 아티초크 포테이토 칩스,45,0.64,0,0,0,0,0,0,0,0
9880,보울더 캐년 히커리 비비큐 포테이토 칩,45,0.64,0,0,0,0,0,0,0,0
9881,보이바왕 콘닉크 레촌마녹 플레이버,39.9,0.9,0,0,0,0,0,0,0,0
9882,보이바왕 콘닉크 마늘맛,44.7,0.9,0,0,0,0,0,0,0,0
9883,복숭아 구미100,3.22,0.04,0,0,0,0,0,0,0,0
9884,복숭아맛 요거트 푸딩,114.29,1.43,0,0,0,0,0,0,0,0
9885,복숭아향 고리모양 젤리,3.34,0.05,0,0,0,0,0,0,0,0
9886,복숭아향 트위스트,3.16,0.03,0,0,0,0,0,0,0,0
9887,복숭아향 하트모양 젤리,3.36,0.05,0,0,0,0,0,0,0,0
9888,잡채볶음밥,132,3,0,0,0,0,0,0,0,0
9889,콩나물볶음밥,151,4.1,0,0,0,0,0,0,0,0
9890,본보네띠 본스틱,43.2,0.72,0,0,0,0,0,0,0,0
9891,볼우반,47.7,0.72,0,0,0,0,0,0,0,0
9892,볼제너뮬러 유기농 다크초콜릿 쿠키,44.13,0.65,0,0,0,0,0,0,0,0
9893,볼제너뮬러 유기농 밀 튀밥,33.19,0.58,0,0,0,0,0,0,0,0
9894,볼제너뮬러 유기농 콘플레이크,31.25,0.61,0,0,0,0,0,0,0,0
9895,볼제너뮬러 유기농 통밀 동물모양 쿠키,41.4,0.74,0,0,0,0,0,0,0,0
9896,뵤도 유기농 그리씨니 클레식,37.5,0.9,0,0,0,0,0,0,0,0
9897,부르본 루베라,48.6,0.54,0,0,0,0,0,0,0,0
9898,부르본 아지고노미,42.46,0.84,0,0,0,0,0,0,0,0
9899,부르본 키도리꼬,45,0.54,0,0,0,0,0,0,0,0
9900,부지아 세브,50.7,1.2,0,0,0,0,0,0,0,0
9901,부카네브,41.59,0.68,0,0,0,0,0,0,0,0
9902,북해도 쯔부쯔부 아즈키 모나카,28.42,0.47,0,0,0,0,0,0,0,0
9903,불가리 딸기모양 마쉬멜로,3.56,0.03,0,0,0,0,0,0,0,0
9904,불가리 레드공 모양 마쉬멜로,3.61,0.03,0,0,0,0,0,0,0,0
9905,불가리 레몬 모양 마쉬멜로,3.56,0.03,0,0,0,0,0,0,0,0
9906,불가리 옐로우공 모양 마쉬멜로,3.61,0.03,0,0,0,0,0,0,0,0
9907,불가리 오렌지 모양 마쉬멜로,3.56,0.03,0,0,0,0,0,0,0,0
9908,불가리 화이트공 모양 마쉬멜로,3.61,0.03,0,0,0,0,0,0,0,0
9909,불가사리 모양 구미젤리,3.33,0.07,0,0,0,0,0,0,0,0
9910,뷰티플 덴마크 데니쉬 버터쿠키,42.3,0.6,0,0,0,0,0,0,0,0
9911,브라고 오리지널,42,0.6,0,0,0,0,0,0,0,0
9912,브라고 폴콘,41,0.6,0,0,0,0,0,0,0,0
9913,브라운 바나나칩,26.64,1.8,0,0,0,0,0,0,0,0
9914,브이셀렉트 망고푸딩 젤리,0.47,0,0,0,0,0,0,0,0,0
9915,브이셀렉트 믹스 젤리,0.43,0,0,0,0,0,0,0,0,0
9916,브이셀렉트 백도 젤리,0.39,0,0,0,0,0,0,0,0,0
9917,브이셀렉트 포도&알로에 젤리,0.4,0,0,0,0,0,0,0,0,0
9918,블랙 미니 바스켓,25.5,0.3,0,0,0,0,0,0,0,0
9919,블랙 미니 콘,26.1,0.3,0,0,0,0,0,0,0,0
9920,블랙 타르트 쉘,31.5,0.6,0,0,0,0,0,0,0,0
9921,블록형 캔디,3.57,0,0,0,0,0,0,0,0,0
9922,블루 페퍼민트 캔디,3.75,0,0,0,0,0,0,0,0,0
9923,블루 라스베리향 타피,36.43,0,0,0,0,0,0,0,0,0
9924,블루베리 아몬드 버터쿠키,46.2,0.72,0,0,0,0,0,0,0,0
9925,블루베리맛 요거트 푸딩,114.29,1.43,0,0,0,0,0,0,0,0
9926,블루베리잼 쿠키,41.25,0.38,0,0,0,0,0,0,0,0
9927,블루베리향 태피,35.36,0,0,0,0,0,0,0,0,0
9928,블리스풀 초콜릿티 브라우니,33,0.6,0,0,0,0,0,0,0,0
9929,비단박하,3.94,0,0,0,0,0,0,0,0,0
9930,비달 악어모양 구미,3.38,0.06,0,0,0,0,0,0,0,0
9931,비달 프라이계란 모양,3.3,0.04,0,0,0,0,0,0,0,0
9932,비스카 다이제스티브,41.4,0.72,0,0,0,0,0,0,0,0
9933,비스카 야채크래커,39.82,1.36,0,0,0,0,0,0,0,0
9934,비스카 초코칩쿠키,42,0.33,0,0,0,0,0,0,0,0
9935,비스코토 초콜릿향 바닐라향 카푸치노향 와퍼스틱,43.8,0.6,0,0,0,0,0,0,0,0
9936,비스킷 셀렉션,43.8,0.66,0,0,0,0,0,0,0,0
9937,비스킷 위드 캔디드오렌지필 앤 코코아,36.6,0.6,0,0,0,0,0,0,0,0
9938,"비스킷 위드 헤이즐넛,코코아",43.8,0.6,0,0,0,0,0,0,0,0
9939,비스켓 KFC,157.29,3.48,0,0,0,0,0,0,0,0
9940,비스킷위드 아몬드 앤 밀크 초콜릿,48,0.3,0,0,0,0,0,0,0,0
9941,비엔나 산드링게,48.24,0.72,0,0,0,0,0,0,0,0
9942,비엔나 커피 와퍼,41.4,0.6,0,0,0,0,0,0,0,0
9943,비엔씨 비스켓 엔 쿠키 브리젤,45.58,0.52,0,0,0,0,0,0,0,0
9944,비타민C젤리 포도,30.51,0.65,0,0,0,0,0,0,0,0
9945,비타민이 좋아하는 해남산 단호박쿠키,158.73,1.38,0,0,0,0,0,0,0,0
9946,비터 코코아 비스킷,45,0.55,0,0,0,0,0,0,0,0
9947,빅샌드 딸기맛,46.1,0.44,0,0,0,0,0,0,0,0
9948,빅샌드 초코맛,46.18,0.52,0,0,0,0,0,0,0,0
9949,빅카라멜콘 초코,46.44,0.36,0,0,0,0,0,0,0,0
9950,빅키페그 아기 치발 과자,35.53,1.66,0,0,0,0,0,0,0,0
9951,빅토리 버터스카치 캔디,4.38,0,0,0,0,0,0,0,0,0
9952,빅토리 크림 커피 캔디,4.23,0,0,0,0,0,0,0,0,0
9953,빙고 더블초코쿠키,38.89,0.61,0,0,0,0,0,0,0,0
9954,빙고 바닐라쿠키,38.89,0.61,0,0,0,0,0,0,0,0
9955,빙그레 레몬에이드,45.43,0,0,0,0,0,0,0,0,0
9956,빠다&치즈,43.92,0.63,0,0,0,0,0,0,0,0
9957,빨렘방수퍼,45,0.75,0,0,0,0,0,0,0,0
9958,쵸코소보르빵,240.1,4.36,0,0,0,0,0,0,0,0
9959,메론맛 샌드,235.69,3.58,0,0,0,0,0,0,0,0
9960,스위스 시트,206.78,3.58,0,0,0,0,0,0,0,0
9961,콤비롤,238.63,3.28,0,0,0,0,0,0,0,0
9962,피자롤,110.74,7.59,0,0,0,0,0,0,0,0
9963,화이트롤,233.73,0.39,0,0,0,0,0,0,0,0
9964,순옥수수빵,213.15,2.69,0,0,0,0,0,0,0,0
9965,몽쉘통통,244.51,2.2,0,0,0,0,0,0,0,0
9966,줌,240.1,1.96,0,0,0,0,0,0,0,0
9967,초코파이,208.25,1.96,0,0,0,0,0,0,0,0
9968,옥수수 카스테라,243.04,3.67,0,0,0,0,0,0,0,0
9969,카스타드,232.75,2.84,0,0,0,0,0,0,0,0
9970,팥콩 카스테라,241.57,3.67,0,0,0,0,0,0,0,0
9971,산토스 페스튜리,237.65,3.77,0,0,0,0,0,0,0,0
9972,센스 페스튜리,243.04,3.72,0,0,0,0,0,0,0,0
9973,아놀드 페스튜리,240.59,3.72,0,0,0,0,0,0,0,0
9974,하모니카 페스튜리,236.67,3.67,0,0,0,0,0,0,0,0
9975,찰호떡,227.85,3.97,0,0,0,0,0,0,0,0
9976,빵가루,171.5,5.64,0,0,0,0,0,0,0,0
9977,생 빵가루,201.39,6.61,0,0,0,0,0,0,0,0
9978,하이얀 빵가루,201.39,6.91,0,0,0,0,0,0,0,0
9979,뻥소리,39.15,0.36,0,0,0,0,0,0,0,0
9980,뽀또 치즈,47,0.61,0,0,0,0,0,0,0,0
9981,뽀또 크리미버터,46.44,0.57,0,0,0,0,0,0,0,0
9982,뽀로로와 친구들 카카오,43.82,0.69,0,0,0,0,0,0,0,0
9983,뽀로로와 친구들 콘소메맛,48.26,0.39,0,0,0,0,0,0,0,0
9984,뽀로로와친구들 치즈맛,45.83,0.69,0,0,0,0,0,0,0,0
9985,뽕따 수박,67.63,0,0,0,0,0,0,0,0,0
9986,뽕따 초코,107.69,1.54,0,0,0,0,0,0,0,0
9987,뿌라우린,39.69,1.12,0,0,0,0,0,0,0,0
9988,쁘띠 초코 랑드샤,48,0.75,0,0,0,0,0,0,0,0
9989,쁘띠 초코칩,45.3,0.6,0,0,0,0,0,0,0,0
9990,쁘띠 포테이토 콩소메맛,51.65,0.47,0,0,0,0,0,0,0,0
9991,쁘띠 화이트 초코 랑드샤,48.38,0.52,0,0,0,0,0,0,0,0
9992,쁘띠첼 복숭아,77.8,0,0,0,0,0,0,0,0,0
9993,쁘띠첼 요거 딸기 뚜또,103.2,0.2,0,0,0,0,0,0,0,0
9994,쁘띠첼 요거 복숭아 뚜또,99.6,0.2,0,0,0,0,0,0,0,0
9995,쁘띠첼 요거 화이트코코 뚜또,90.8,0.12,0,0,0,0,0,0,0,0
9996,쁘띠첼 포도,77.8,0,0,0,0,0,0,0,0,0
9997,쁘띠첼 푸딩 초콜릿,121.11,1.11,0,0,0,0,0,0,0,0
9998,쁘띠첼 푸딩 커스타드,122.22,2.22,0,0,0,0,0,0,0,0
9999,쁘띠첼 망고 쌍인,75.56,0,0,0,0,0,0,0,0,0
10000,쁘란 버미첼리 과자,30.6,0.83,0,0,0,0,0,0,0,0
10001,사과 구미100,3.22,0.04,0,0,0,0,0,0,0,0
10002,사과향 트위스트,3.16,0.03,0,0,0,0,0,0,0,0
10003,사라다센 센베이,45.6,0.3,0,0,0,0,0,0,0,0
10004,사라다우스야키,38.61,0.58,0,0,0,0,0,0,0,0
10005,사바 바나나칩,51.43,0.04,0,0,0,0,0,0,0,0
10006,사바나쭈쭈,40.05,0.77,0,0,0,0,0,0,0,0
10007,사보리 너츠 비스킷,44.7,0.6,0,0,0,0,0,0,0,0
10008,사블레 네츄럴,47.7,0.58,0,0,0,0,0,0,0,0
10009,사블레 스트레이트,45,0.57,0,0,0,0,0,0,0,0
10010,사우어 레몬향 캔디,3.93,0,0,0,0,0,0,0,0,0
10011,사우어 웜 구미 젤리,3.38,0.06,0,0,0,0,0,0,0,0
10012,사우어 젤리 빈,3.5,0,0,0,0,0,0,0,0,0
10013,사우어 체리향 캔디,3.93,0,0,0,0,0,0,0,0,0
10014,사우어 트윈 버거,3.5,0.05,0,0,0,0,0,0,0,0
10015,사워 곰모양 캔디,4,0,0,0,0,0,0,0,0,0
10016,사워 딸기향 스트로,3.25,0.03,0,0,0,0,0,0,0,0
10017,사워 블루 라즈베리향 소다팝 캔디,3.33,0,0,0,0,0,0,0,0,0
10018,사워 사과향 스트로,3.25,0.03,0,0,0,0,0,0,0,0
10019,사워 콜라병 모양 구미젤리,3.33,0.06,0,0,0,0,0,0,0,0
