,식품명,energy,protein,calcium,phosphorus,iron,niacin,folate,vitaC,thiamin,riboflavin
10020,사워 트윈체리 모양 젤리,3.49,0.06,0,0,0,0,0,0,0,0
10021,사워보틀 블루 라즈베리향 젤리,3.25,0,0,0,0,0,0,0,0,0
10022,사워크림 앤 어니언 플래버 포테이토 칩,49.5,0.64,0,0,0,0,0,0,0,0
10023,사치마,41.68,0.59,0,0,0,0,0,0,0,0
10024,사쿠사쿠 와사비코,42.03,1.8,0,0,0,0,0,0,0,0
10025,산 니카시오,41.76,0.27,0,0,0,0,0,0,0,0
10026,산딸기향 레몬에이드향 태피,35.36,0,0,0,0,0,0,0,0,0
10027,산딸기향 태피 엘아이티이,35.36,0,0,0,0,0,0,0,0,0
10028,산카를로 웨이퍼스,45,0.82,0,0,0,0,0,0,0,0
10029,산코 이네 노사토,41.1,0.54,0,0,0,0,0,0,0,0
10030,산향완두,38.07,3.11,0,0,0,0,0,0,0,0
10031,살구 뮤즐리바,37.8,0.87,0,0,0,0,0,0,0,0
10032,상크 데리즈,52.83,0.68,0,0,0,0,0,0,0,0
10033,새시 체리향 태피,35.36,0,0,0,0,0,0,0,0,0
10034,새씨 그레이프향 태피,35.36,0,0,0,0,0,0,0,0,0
10035,새씨 그린애플향 태피,35.36,0,0,0,0,0,0,0,0,0
10036,새씨 블루라즈베리향 태피,35.36,0,0,0,0,0,0,0,0,0
10037,새씨 오렌지향 태피,35.36,0,0,0,0,0,0,0,0,0
10038,새우 땅콩과자,48,1.8,0,0,0,0,0,0,0,0
10039,새우스낵,36.79,2.49,0,0,0,0,0,0,0,0
10040,새우와 와사비 센베이,41.1,0.51,0,0,0,0,0,0,0,0
10041,새우와 치즈 센베이,41.4,0.48,0,0,0,0,0,0,0,0
10042,새콤달콤 레모네이드,37.91,0.08,0,0,0,0,0,0,0,0
10043,새콤달콤 복숭아,37.31,0.07,0,0,0,0,0,0,0,0
10044,새콤달콤 파인애플,37.31,0.07,0,0,0,0,0,0,0,0
10045,새콤달콤 포도,37.31,0.07,0,0,0,0,0,0,0,0
10046,색 고드름,26.92,0.31,0,0,0,0,0,0,0,0
10047,샌드 상어모먕 구미젤리,3.14,0.06,0,0,0,0,0,0,0,0
10048,샌드비스킷,43.07,0.64,0,0,0,0,0,0,0,0
10049,샌드위치 레몬향,43.64,0.38,0,0,0,0,0,0,0,0
10050,B.M.T.,407.25,19.12,0,0,0,0,0,0,0,0
10051,델리,670.5,21.83,0,0,0,0,0,0,0,0
10052,베지스디라이트,285.75,11.48,0,0,0,0,0,0,0,0
10053,로스트비프,279,18.45,0,0,0,0,0,0,0,0
10054,소시지,384.75,13.05,0,0,0,0,0,0,0,0
10055,스테이크&치즈,335.25,25.42,0,0,0,0,0,0,0,0
10056,치킨 브레스트,303.75,23.85,0,0,0,0,0,0,0,0
10057,콜드컷 트리오,330.75,17.33,0,0,0,0,0,0,0,0
10058,크랩,380.25,17.33,0,0,0,0,0,0,0,0
10059,터키 브레스트,265.5,16.42,0,0,0,0,0,0,0,0
10060,피자,402.75,17.1,0,0,0,0,0,0,0,0
10061,터키 브레스트&햄,272.25,17.55,0,0,0,0,0,0,0,0
10062,샐러드 크래커,44.25,0.82,0,0,0,0,0,0,0,0
10063,생강사탕,3.8,0,0,0,0,0,0,0,0,0
10064,생강캔디,3.77,0,0,0,0,0,0,0,0,0
10065,생귤탱귤 감귤,54.17,0,0,0,0,0,0,0,0,0
10066,생크림 파이,50.19,0.52,0,0,0,0,0,0,0,0
10067,샤베트 푸딩,76.27,0.59,0,0,0,0,0,0,0,0
10068,샤크모양 구미,3.45,0.07,0,0,0,0,0,0,0,0
10069,샷 초코 아몬드 에너지 바,34.53,0.61,0,0,0,0,0,0,0,0
10070,석류향 태피,35.36,0,0,0,0,0,0,0,0,0
10071,선샤인 치즈 잇 크래커,45.6,0.9,0,0,0,0,0,0,0,0
10072,선샤인 치즈 잇 화이트체다 크래커,48,0.9,0,0,0,0,0,0,0,0
10073,설레임 포도,29.32,0,0,0,0,0,0,0,0,0
10074,세이버리 타르트 쉘 원형,45,1.2,0,0,0,0,0,0,0,0
10075,세이버리 타르트 쉘 정사각,45,1.2,0,0,0,0,0,0,0,0
10076,세이브엘 쌀과자 고소한 맛,42.95,0.41,0,0,0,0,0,0,0,0
10077,세이브엘 쌀과자 달콤한 맛,43.12,0.38,0,0,0,0,0,0,0,0
10078,세일럼 메이어 레몬 쿠키,41.79,0.64,0,0,0,0,0,0,0,0
10079,세일럼 초콜릿 쿠키,41.79,0.32,0,0,0,0,0,0,0,0
10080,세일럼 크렌베리 오렌지 쿠키,41.79,0.32,0,0,0,0,0,0,0,0
10081,세일럼 클래식 슈가 쿠키,41.79,0.64,0,0,0,0,0,0,0,0
10082,세일럼 키 라임 쿠키,41.79,0.64,0,0,0,0,0,0,0,0
10083,세필스,45.3,1.5,0,0,0,0,0,0,0,0
10084,소 딜리셔스 석류칩,13.5,0.08,0,0,0,0,0,0,0,0
10085,소라마메 매실맛,39.72,1.24,0,0,0,0,0,0,0,0
10086,소르베토 디 리모네,116,0.2,0,0,0,0,0,0,0,0
10087,소르베토 디 만다리노,9.54,0.02,0,0,0,0,0,0,0,0
10088,소르베토 디 아랸챠 로싸,10.62,0.02,0,0,0,0,0,0,0,0
10089,소바,42.19,1.12,0,0,0,0,0,0,0,0
10090,소이아 크래커,39.6,1.44,0,0,0,0,0,0,0,0
10091,소이조이 건포도&아몬드,40.5,1.5,0,0,0,0,0,0,0,0
10092,소이조이 딸기,40.2,1.2,0,0,0,0,0,0,0,0
10093,소이조이 블루베리,40.5,1.2,0,0,0,0,0,0,0,0
10094,소이조이 오렌지,40.8,1.5,0,0,0,0,0,0,0,0
10095,소이조이 카카오&오렌지,40.5,1.5,0,0,0,0,0,0,0,0
10096,소퍼 비스켓,47.43,0.63,0,0,0,0,0,0,0,0
10097,소프트 누가,4.29,0.06,0,0,0,0,0,0,0,0
10098,소프트 참쌀선과,45,0.32,0,0,0,0,0,0,0,0
10099,솔져푸얼 피넛버터,37.38,1.38,0,0,0,0,0,0,0,0
10100,솔트&페퍼 크래커,33,0.9,0,0,0,0,0,0,0,0
10101,솔트레츠 브레첼과자,33,0.99,0,0,0,0,0,0,0,0
10102,솔티드 브래드 스틱,39.24,0.9,0,0,0,0,0,0,0,0
10103,솜사탕향 태피,35.36,0,0,0,0,0,0,0,0,0
10104,송로,28.83,0.45,0,0,0,0,0,0,0,0
10105,쇼가아메 생강사탕,3.88,0,0,0,0,0,0,0,0,0
10106,쇼가쯔마미,36,0.26,0,0,0,0,0,0,0,0
10107,쇼우가 센베이,34.5,0.6,0,0,0,0,0,0,0,0
10108,쇼우가 쯔마미,34.8,0.3,0,0,0,0,0,0,0,0
10109,쇼우가 츠마미,36,0.3,0,0,0,0,0,0,0,0
10110,쇼유에 미 스파이스맛,42.5,0.5,0,0,0,0,0,0,0,0
10111,쇼유에칩스 양파맛,45,0.5,0,0,0,0,0,0,0,0
10112,쇼코 타젠,46.8,0.47,0,0,0,0,0,0,0,0
10113,쇼트브레드 오렌지향 쿠키,48,0.6,0,0,0,0,0,0,0,0
10114,쇼트브레드 초콜릿맛 쿠키,48,0.6,0,0,0,0,0,0,0,0
10115,쇼트브레드 쿠키,48,0.6,0,0,0,0,0,0,0,0
10116,쇼트케이크 비스킷,45.56,0.56,0,0,0,0,0,0,0,0
10117,숏브래드 핑거,47.25,0.5,0,0,0,0,0,0,0,0
10118,숏트브래드 쿠키 플레인,37.2,0.6,0,0,0,0,0,0,0,0
10119,秀美칩ONION,45,0.65,0,0,0,0,0,0,0,0
10120,秀美칩ORIGINAL,46.64,0.65,0,0,0,0,0,0,0,0
10121,秀美칩 허니머스타드,47.25,0.45,0,0,0,0,0,0,0,0
10122,수박바,110.93,0.33,0,0,0,0,0,0,0,0
10123,수박향 태피 캔디,3.93,0,0,0,0,0,0,0,0,0
10124,수박향 캔디,3.75,0,0,0,0,0,0,0,0,0
10125,수퍼 바왕 콘스낵,43.2,1.08,0,0,0,0,0,0,0,0
10126,수퍼푸르츠 라즈베리 앤 석류,34.5,0.63,0,0,0,0,0,0,0,0
10127,수퍼푸르츠 스트로베리 앤 블랙커런트,36,0.6,0,0,0,0,0,0,0,0
10128,수퍼푸르츠 크랜베리 앤 블루베리,33,0.63,0,0,0,0,0,0,0,0
10129,순삐아우당,28.5,0.6,0,0,0,0,0,0,0,0
10130,순수감자,142.62,2.06,0,0,0,0,0,0,0,0
10131,순수 고구마칩,46.35,0.54,0,0,0,0,0,0,0,0
10132,순쌀과자 미랑,45,0.43,0,0,0,0,0,0,0,0
10133,순쌀과자 미랑 인절미맛,40.91,0.41,0,0,0,0,0,0,0,0
10134,순쌀과자 미본,43.12,0.38,0,0,0,0,0,0,0,0
10135,순쌀과자 미본 오리지날,43.12,0.38,0,0,0,0,0,0,0,0
10136,순한 카레 비스켓,39.3,0.72,0,0,0,0,0,0,0,0
10137,쉐이브 아이스 말차,64.2,0.9,0,0,0,0,0,0,0,0
10138,쉐이브 아이스 망고,59.6,0,0,0,0,0,0,0,0,0
10139,슈가 아몬드 에스페셜,45,0.9,0,0,0,0,0,0,0,0
10140,슈퍼크랜베리 체리 앤 아몬드,33,0.9,0,0,0,0,0,0,0,0
10141,슈퍼후레쉬 와사비 카키노타네,46.29,1.49,0,0,0,0,0,0,0,0
10142,슈퍼후레쉬 카키노타네,44.05,1.28,0,0,0,0,0,0,0,0
10143,슐츠 미니 프리첼,34.5,0.9,0,0,0,0,0,0,0,0
10144,스나이더스 프레첼 체다치즈스낵,42.63,0.79,0,0,0,0,0,0,0,0
10145,스나이더스 프레첼 크리미카라멜 맛,42.63,0.79,0,0,0,0,0,0,0,0
10146,스나이더스 프레첼 크리미카라멜 향,42.63,0.79,0,0,0,0,0,0,0,0
10147,스나이더스 프레첼 허니머스타드&어니언,41.05,0.63,0,0,0,0,0,0,0,0
10148,스낵키멀 에니멀쿠키 바닐라,33,0.6,0,0,0,0,0,0,0,0
10149,스낵키멀 에니멀쿠키 오트밀,36,0.3,0,0,0,0,0,0,0,0
10150,스낵키멀 에니멀쿠키 초콜릿칩,36,0.3,0,0,0,0,0,0,0,0
10151,스노이 밀크쿠키,44.73,0.69,0,0,0,0,0,0,0,0
10152,스노이 아몬드쿠키,36.81,0.63,0,0,0,0,0,0,0,0
10153,스다래 양갱,82.75,1.25,0,0,0,0,0,0,0,0
10154,스마일리스 베리 블라스트 딸기향 쿠키,43.2,0.45,0,0,0,0,0,0,0,0
10155,스마일리스 베리 블라스트 블루베리향 쿠키,43.2,0.45,0,0,0,0,0,0,0,0
10156,스마트이팅 저지방 자연 콘,409.91,5.17,0,0,0,0,0,0,0,0
10157,스모케 베이컨칩,48.31,0.6,0,0,0,0,0,0,0,0
10158,스무즈 망고,107.69,0.46,0,0,0,0,0,0,0,0
10159,스무즈 코코넛,163.08,0.92,0,0,0,0,0,0,0,0
10160,스무즈 핑크구아바,107.69,0.46,0,0,0,0,0,0,0,0
10161,스미야키 커피 캔디,3.85,0,0,0,0,0,0,0,0,0
10162,스위트 비스킷 위드 엑스트라버진 올리브유,42.6,0.6,0,0,0,0,0,0,0,0
10163,"스위트 비스킷 위드 엑스트라버진 올리브유, 피스타치오 앤 코코아분말",45,0.6,0,0,0,0,0,0,0,0
10164,스위트콘,48.24,0.54,0,0,0,0,0,0,0,0
10165,스위티파이,177.75,2.23,0,0,0,0,0,0,0,0
10166,스윗 피넛쿠키,45.09,0.71,0,0,0,0,0,0,0,0
10167,스카이플레이크 크래커,43.2,0.72,0,0,0,0,0,0,0,0
10168,스카이플레이크 크래커 갈릭맛,43.56,1.08,0,0,0,0,0,0,0,0
10169,스카이플레이크 크래커 양파맛 & 차이브맛,39.96,1.08,0,0,0,0,0,0,0,0
10170,스카이플렉스 크레커 마늘향,43.56,1.08,0,0,0,0,0,0,0,0
10171,스카이플렉스 크레커 양파&골파향,39.96,1.08,0,0,0,0,0,0,0,0
10172,스카이플렉스 크레커 컨덴서더향,45,0.6,0,0,0,0,0,0,0,0
10173,스카치 캔디,4.56,0,0,0,0,0,0,0,0,0
10174,스콘자 그릭 요거트 레이즌,45,0.9,0,0,0,0,0,0,0,0
10175,스콘자 레드 조단 아몬드,49.5,0.9,0,0,0,0,0,0,0,0
10176,스콘자 레인보우 보스턴빈,45,0.9,0,0,0,0,0,0,0,0
10177,스콘자 보스턴빈,45,0.9,0,0,0,0,0,0,0,0
10178,스콘자 블랙 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10179,스콘자 비브란트 그린 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10180,스콘자 비브란트 믹스 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10181,스콘자 비브란트 옐로우 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10182,스콘자 비브란트 오렌지향 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10183,스콘자 비브란트 퍼플 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10184,스콘자 비브란트 핑크 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10185,스콘자 어쏘티드 스탠다드 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10186,스콘자 요거트 레이진,40.5,0.22,0,0,0,0,0,0,0,0
10187,스콘자 요거트 아몬드,54,0.9,0,0,0,0,0,0,0,0
10188,스콘자 요거트 프레즐,43.5,0.6,0,0,0,0,0,0,0,0
10189,스콘자 요거트 피넛,54,0.9,0,0,0,0,0,0,0,0
10190,스콘자 파스텔 그린 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10191,스콘자 파스텔 라벤더 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10192,스콘자 파스텔 옐로우 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10193,스콘자 파스텔 핑크 조단 아몬드,45,0.9,0,0,0,0,0,0,0,0
10194,스콘자 프렌치 번트 피넛,45,0.9,0,0,0,0,0,0,0,0
10195,스타르즈마니아 캔디,4,0,0,0,0,0,0,0,0,0
10196,스타우퍼스 애니멀 크래커,36,0.6,0,0,0,0,0,0,0,0
10197,스타칵테일 비스킷,46.67,0.53,0,0,0,0,0,0,0,0
10198,스탁 바베큐향,47.89,0.32,0,0,0,0,0,0,0,0
10199,스탁 사우어크림 앤드 오니언향,50.46,0.64,0,0,0,0,0,0,0,0
10200,스탁 솔트 앤드 비네거향,49.18,0.32,0,0,0,0,0,0,0,0
10201,스탁 오리지날,47.89,0.32,0,0,0,0,0,0,0,0
10202,스탁 체다향,49.18,0.64,0,0,0,0,0,0,0,0
10203,스태커스,33.75,0,0,0,0,0,0,0,0,0
10204,스트로베리 앤 키위 샤베트,96,0,0,0,0,0,0,0,0,0
10205,스트로베리 니블,4,0,0,0,0,0,0,0,0,0
10206,스트로베리 치즈케익향 태피,35.36,0,0,0,0,0,0,0,0,0
10207,스트로베리향 와퍼 스틱,45.36,0.59,0,0,0,0,0,0,0,0
10208,스트로베리향 태피 엘아이티이,35.36,0,0,0,0,0,0,0,0,0
10209,스트로베리향 바나나향 태피,35.36,0,0,0,0,0,0,0,0,0
10210,스티코 핑거 딸기향,44.44,0.56,0,0,0,0,0,0,0,0
10211,스틱 롤 바닐라맛,40.86,0.45,0,0,0,0,0,0,0,0
10212,스틱 롤 코코아맛,42.12,0.45,0,0,0,0,0,0,0,0
10213,스틱 비스킷,42.1,0.58,0,0,0,0,0,0,0,0
10214,스팽글러 덤덤롤리팝스,4,0,0,0,0,0,0,0,0,0
10215,스페셜 크림 크레커,46.36,0.82,0,0,0,0,0,0,0,0
10216,스펠트 앤 라즈베리 먼치 핑거,40.05,0.68,0,0,0,0,0,0,0,0
10217,스펠트 앤 애플 먼치 핑거,40.5,0.72,0,0,0,0,0,0,0,0
10218,옥수수스프,394,8.3,0,0,0,0,0,0,0,0
10219,크림스프,423,8.5,0,0,0,0,0,0,0,0
10220,스프레이 치즈 크레커,44.28,0.76,0,0,0,0,0,0,0,0
10221,스피드 크리스피 와퍼,46.91,0.57,0,0,0,0,0,0,0,0
10222,스피아민트 껌,0.07,0,0,0,0,0,0,0,0,0
10223,스피어민트향 태피,0.16,0,0,0,0,0,0,0,0,0
10224,스피츠 카카오 웨이퍼,46.5,0.42,0,0,0,0,0,0,0,0
10225,스피츠 헤이즐넛 웨이퍼,45,0.48,0,0,0,0,0,0,0,0
10226,시갈,5.77,0.06,0,0,0,0,0,0,0,0
10227,시갈 오 쇼콜라,51.21,0.61,0,0,0,0,0,0,0,0
10228,시갈 카페 오레,51.84,0.62,0,0,0,0,0,0,0,0
10229,시나몬 & 데메라라 설탕 쇼트브래드,47.86,0.45,0,0,0,0,0,0,0,0
10230,시나몬 버터 씬,41.4,0.58,0,0,0,0,0,0,0,0
10231,시나몬 오렌지 퐁당 쿠키,45.9,0.58,0,0,0,0,0,0,0,0
10232,시나몬 토스트 크런치,37.74,0.29,0,0,0,0,0,0,0,0
10233,시나몬 그레이엄 쿠키,33.9,1.12,0,0,0,0,0,0,0,0
10234,시루코 샌드 비스킷,45,0.6,0,0,0,0,0,0,0,0
10235,라이트케이,34.65,0.9,0,0,0,0,0,0,0,0
10236,쵸코스,34.65,0.45,0,0,0,0,0,0,0,0
10237,쵸코 첵스,35.1,0.54,0,0,0,0,0,0,0,0
10238,코코팝스,34.2,0.54,0,0,0,0,0,0,0,0
10239,포스트 스타베리,36.36,0.46,0,0,0,0,0,0,0,0
10240,포스트 코코볼,6.1,0.1,0,0,0,0,0,0,0,0
10241,포스트 하니컴,36.54,0.68,0,0,0,0,0,0,0,0
10242,하니 오트밀,34.92,0.72,0,0,0,0,0,0,0,0
10243,허니 첵스,35.1,0.36,0,0,0,0,0,0,0,0
10244,후르트링,35.1,0.45,0,0,0,0,0,0,0,0
10245,아몬드 푸레이크,37.8,0.63,0,0,0,0,0,0,0,0
10246,코코넛 푸레이크,36.9,0.36,0,0,0,0,0,0,0,0
10247,콘푸레이크,34.2,0.63,0,0,0,0,0,0,0,0
10248,포스트 스위트 후레이크,33.66,0.59,0,0,0,0,0,0,0,0
10249,포스트 아몬드 후레이크,37.8,0.86,0,0,0,0,0,0,0,0
10250,포스트 콘 후레이크,35.28,0.58,0,0,0,0,0,0,0,0
10251,포스트 현미 후레이크,32.04,0.58,0,0,0,0,0,0,0,0
10252,현미 푸레이크,34.2,0.63,0,0,0,0,0,0,0,0
10253,콘푸로스트,34.2,0.27,0,0,0,0,0,0,0,0
10254,시솔트 크래커,33,0.9,0,0,0,0,0,0,0,0
10255,시오 요시와라 요깡,25.38,0.23,0,0,0,0,0,0,0,0
10256,시카고 믹스,45,0.64,0,0,0,0,0,0,0,0
10257,실비아,31.54,0.06,0,0,0,0,0,0,0,0
10258,심플 화이트 다운이스트 크래커,30,0.9,0,0,0,0,0,0,0,0
10259,심플리 딜리셔스,31.5,0.9,0,0,0,0,0,0,0,0
10260,싸커 비스킷,38.7,0.54,0,0,0,0,0,0,0,0
10261,쌀과자 에이치-40엔에스,28.5,0.6,0,0,0,0,0,0,0,0
10262,즉석쌀국수,353,6.9,0,0,0,0,0,0,0,0
10263,쌀로별 구운전병,39.33,0.47,0,0,0,0,0,0,0,0
10264,쌀로별 누룽지맛,50.85,0.45,0,0,0,0,0,0,0,0
10265,쌀로별 찹쌀유과,47.25,0.72,0,0,0,0,0,0,0,0
10266,쌀로본 고소달콤,39.55,0.46,0,0,0,0,0,0,0,0
10267,쌀새우깡,45,0.45,0,0,0,0,0,0,0,0
10268,쌀크래커,33.84,0.63,0,0,0,0,0,0,0,0
10269,쌀크래커 데리야끼맛,34.02,0.63,0,0,0,0,0,0,0,0
10270,쌀크래커 참깨맛,37.62,0.66,0,0,0,0,0,0,0,0
10271,쌀크래커 칠리향,30.33,0.63,0,0,0,0,0,0,0,0
10272,쌀크래커 치즈맛,37.08,0.66,0,0,0,0,0,0,0,0
10273,쌀팝,36.45,0.16,0,0,0,0,0,0,0,0
10274,써니 스트로베리 트위스트,36,0.3,0,0,0,0,0,0,0,0
10275,썬칩 오리지날,144.6,1.5,0,0,0,0,0,0,0,0
10276,썬플라워 크레커 버터향,41.67,0.67,0,0,0,0,0,0,0,0
10277,썬플라워 크레커 오렌지향,40,0.67,0,0,0,0,0,0,0,0
10278,썬플라워 크레커 치즈,45,0.9,0,0,0,0,0,0,0,0
10279,쏘이밀크 그린티,90,2,0,0,0,0,0,0,0,0
10280,쏘이밀크 스트로우베리,100,1,0,0,0,0,0,0,0,0
10281,쏘이밀크 퓨얼리 바닐라,145,1,0,0,0,0,0,0,0,0
10282,쏠티드 크래커,37.8,1.08,0,0,0,0,0,0,0,0
10283,씨리얼,46.53,0.63,0,0,0,0,0,0,0,0
10284,아게센베이 쇼유맛,49.03,0.31,0,0,0,0,0,0,0,0
10285,아기꼬야 유기농 오곡 ,30.6,0.68,0,0,0,0,0,0,0,0
10286,아기꼬야 유기농 우리쌀,30.6,0.61,0,0,0,0,0,0,0,0
10287,아노츠 스티코 바닐라향,43.31,0.28,0,0,0,0,0,0,0,0
10288,아마레띠니 알라 만돌라,40.2,0.6,0,0,0,0,0,0,0,0
10289,아몬드 씬,39.6,0.61,0,0,0,0,0,0,0,0
10290,아몬드&피넛 러브 라이스 스퀘어,43.2,1.44,0,0,0,0,0,0,0,0
10291,아몬드 비스킷,39,1.2,0,0,0,0,0,0,0,0
10292,아몬드캔디,5.19,0.15,0,0,0,0,0,0,0,0
10293,아미고 나쵸칩,45,0.6,0,0,0,0,0,0,0,0
10294,아미카 감자칩,48.6,0.59,0,0,0,0,0,0,0,0
10295,아서 바닐라향 필링 비스킷,44.36,0.32,0,0,0,0,0,0,0,0
10296,아소로바이오 유기농 14 포글리에띠,51.33,0.67,0,0,0,0,0,0,0,0
10297,아소로바이오 유기농 7 벤타글리띠,45,0.6,0,0,0,0,0,0,0,0
10298,아소로바이오 유기농 미니 멜로디,42.9,0.6,0,0,0,0,0,0,0,0
10299,아소로바이오 유기농 칸투치니 아몬드,39,0.9,0,0,0,0,0,0,0,0
10300,아소로바이오 유기농 칸투치니 초콜릿 드롭스,31.8,0.6,0,0,0,0,0,0,0,0
10301,아스파라거스 모양 비스킷,42.6,0.9,0,0,0,0,0,0,0,0
10302,아쏠레떼 페이스트리,46.67,0.67,0,0,0,0,0,0,0,0
10303,아오노리 센베이,36.3,0.6,0,0,0,0,0,0,0,0
10304,아이 칸투치니 아몬드쿠키,36,0.9,0,0,0,0,0,0,0,0
10305,아이셔,46.08,0,0,0,0,0,0,0,0,0
10306,아이스콘,44.25,0.45,0,0,0,0,0,0,0,0
10307,아주끼 모나카,30,0.55,0,0,0,0,0,0,0,0
10308,아즈끼 모나카,27.27,0.55,0,0,0,0,0,0,0,0
10309,아지(味)고노미,39,1.2,0,0,0,0,0,0,0,0
10310,아지고노미 크래커,39,1.2,0,0,0,0,0,0,0,0
10311,아지고코로 모나카,27.3,0.32,0,0,0,0,0,0,0,0
10312,아지노 코다와리,43.92,1.44,0,0,0,0,0,0,0,0
10313,아지와이이치방,42.75,1.8,0,0,0,0,0,0,0,0
10314,아지요세,43.46,0.51,0,0,0,0,0,0,0,0
10315,아지즈꾸시,42,0.36,0,0,0,0,0,0,0,0
10316,아지즈쿠시,42,0.39,0,0,0,0,0,0,0,0
10317,아쿠아라이프 물고기모양 구미,3.5,0,0,0,0,0,0,0,0,0
10318,아쿠아리움 캔디,3.53,0,0,0,0,0,0,0,0,0
10319,안나 초콜릿 오렌지향 비스킷,43.5,0.54,0,0,0,0,0,0,0,0
10320,안나 카푸치노향 비스킷,43.5,0.54,0,0,0,0,0,0,0,0
10321,안티카까장,30.53,1.08,0,0,0,0,0,0,0,0
10322,알렌스 버터필드 슈스트링 포테이토 스틱,52.5,0.56,0,0,0,0,0,0,0,0
10323,알로에 푸딩 리치맛,96,0.5,0,0,0,0,0,0,0,0
10324,알로하 망고푸딩,90,0.5,0,0,0,0,0,0,0,0
10325,알바네제 딸기향 바나나향 구미링,3,0.05,0,0,0,0,0,0,0,0
10326,알바네제 꽃모양 구미,3,0.05,0,0,0,0,0,0,0,0
10327,알바네제 나비모양 구미,3,0.05,0,0,0,0,0,0,0,0
10328,알바네제 미니 나비모양 구미,3,0.05,0,0,0,0,0,0,0,0
10329,알바네제 베어 포도향 구미,3,0.05,0,0,0,0,0,0,0,0
10330,알바네제 복숭아향 구미링,3,0.05,0,0,0,0,0,0,0,0
10331,알바네제 사과향 구미링,3,0.05,0,0,0,0,0,0,0,0
10332,알바네제 사워 포퍼 구미,3,0.05,0,0,0,0,0,0,0,0
10333,알바네제 사워웜즈 구미,3,0.05,0,0,0,0,0,0,0,0
10334,알바네제 산딸기향 구미링,3,0.05,0,0,0,0,0,0,0,0
10335,알바네제 수박향 구미링,3,0.05,0,0,0,0,0,0,0,0
10336,알바네제 어쏠티드 곰모양 구미,3,0.05,0,0,0,0,0,0,0,0
10337,알바네제 와일드 제트모양 구미,3,0.05,0,0,0,0,0,0,0,0
10338,알밤캔디,389.73,0.08,0,0,0,0,0,0,0,0
10339,알새우칩,46,0.2,0,0,0,0,0,0,0,0
10340,알토이드 페퍼민트 캔디,5,0,0,0,0,0,0,0,0,0
10341,알파콘,40.86,0.45,0,0,0,0,0,0,0,0
10342,알피 데오캔디,2.33,0,0,0,0,0,0,0,0,0
10343,애비 사쿠사쿠,36.6,0.99,0,0,0,0,0,0,0,0
10344,애비 우수야키,38.57,0.58,0,0,0,0,0,0,0,0
10345,애프리 쿠어,49.05,0.68,0,0,0,0,0,0,0,0
10346,애프리 퀴시,51.75,0.63,0,0,0,0,0,0,0,0
10347,애플 씬,41.4,0.5,0,0,0,0,0,0,0,0
10348,애플 스트루델,42.63,0.47,0,0,0,0,0,0,0,0
10349,애플젤리,0.61,0,0,0,0,0,0,0,0,0
10350,애플쨈쿠키,39.13,0.39,0,0,0,0,0,0,0,0
10351,애플파이 쿠키,42.3,0.45,0,0,0,0,0,0,0,0
10352,애플피오나,126.39,0.14,0,0,0,0,0,0,0,0
10353,애플향 태피,3.93,0,0,0,0,0,0,0,0,0
10354,앤더슨 프리첼 울트라씬,31.15,0.69,0,0,0,0,0,0,0,0
10355,앤더슨 프리첼 팝콘스타일,31.15,0.69,0,0,0,0,0,0,0,0
10356,앤더슨 프리첼 피넛버터,42.75,1.35,0,0,0,0,0,0,0,0
10357,앤더슨 프리첼 허니밀,34.62,0.69,0,0,0,0,0,0,0,0
10358,앤지스 케틀콘 스위트엔 솔티,48.21,0.32,0,0,0,0,0,0,0,0
10359,야끼 캐슈너트,46.8,1.2,0,0,0,0,0,0,0,0
10360,야미얼스 유기농 사탕 12.3온즈 백,4.12,0,0,0,0,0,0,0,0,0
10361,야미얼스 유기농 사탕 13온즈 백,4.12,0,0,0,0,0,0,0,0,0
10362,야미얼스 유기농 사탕 5파운드백,4.12,0,0,0,0,0,0,0,0,0
10363,야미얼스 유기농 사탕 6온즈 빈스,3.68,0,0,0,0,0,0,0,0,0
10364,야채크래커,45.9,0.63,0,0,0,0,0,0,0,0
10365,야채타임 딥,41.17,0.39,0,0,0,0,0,0,0,0
10366,얀얀 딸기맛,46.8,0.54,0,0,0,0,0,0,0,0
10367,얀얀 바닐라향,47.88,0.72,0,0,0,0,0,0,0,0
10368,얀얀 초콜릿맛,47.7,0.72,0,0,0,0,0,0,0,0
10369,양파깡,47.25,0.45,0,0,0,0,0,0,0,0
10370,양파링 HOT&SPICY,43.5,0.45,0,0,0,0,0,0,0,0
10371,양파링 오리지날,42.75,0.45,0,0,0,0,0,0,0,0
10372,어니언&차이브 트위스트,44.7,1.08,0,0,0,0,0,0,0,0
10373,어소티드 과일향 랄리팝,4,0,0,0,0,0,0,0,0,0
